0,1
layer_1,946
layer_3,946
layer_5,946
layer_14,946
layer_54,946
layer_31,946
layer_41,946
layer_4,946
layer_32,946
layer_40,946
layer_22,946
layer_49,946
layer_2,946
layer_18,946
layer_69,946
layer_62,946
layer_19,946
layer_7,946
layer_72,946
layer_45,946
layer_21,946
layer_20,946
layer_51,946
layer_39,946
layer_53,946
layer_23,946
layer_43,946
layer_56,946
layer_37,946
layer_33,946
layer_65,946
layer_28,946
layer_55,946
layer_15,946
layer_29,946
layer_58,946
layer_48,946
layer_26,946
layer_52,946
layer_27,946
layer_71,946
layer_67,946
layer_6,946
layer_38,946
layer_8,946
layer_11,946
layer_12,946
layer_74,946
layer_13,946
layer_66,946
layer_75,946
layer_59,946
layer_63,946
layer_44,946
layer_9,946
layer_34,946
layer_57,946
layer_50,946
layer_16,946
layer_24,946
layer_60,946
layer_17,946
layer_64,946
layer_35,946
layer_73,946
layer_10,946
layer_47,946
layer_36,946
layer_61,946
layer_30,946
layer_42,946
layer_46,946
layer_68,946
layer_25,946
layer_70,946
