0,1
SCL_60m,12065.09
B03_20m,12065.09
B03_60m,12065.09
B06_20m,12065.09
AOT_10m,12065.09
B07_20m,12065.09
B09_60m,12065.09
B03_10m,12065.09
TCI_60m,12065.09
B8A_20m,12065.09
WVP_20m,12065.09
WVP_10m,12065.09
SCL_20m,12065.09
B02_10m,12065.09
B11_20m,12065.09
B01_60m,12065.09
B12_20m,12065.09
B08_10m,12065.09
AOT_60m,12065.09
B04_10m,12065.09
B04_60m,12065.09
B04_20m,12065.09
B01_20m,12065.09
TCI_20m,12065.09
AOT_20m,12065.09
B02_60m,12065.09
B8A_60m,12065.09
WVP_60m,12065.09
B05_20m,12065.09
B06_60m,12065.09
TCI_10m,12065.09
B05_60m,12065.09
B11_60m,12065.09
B02_20m,12065.09
B07_60m,12065.09
B12_60m,12065.09
